,Map,Image No,Rpt No,Weekday,Date,Time,Veh Count,Involvement,Agency,Troop,County,City,Type,Severity,At Street,On Street,Light Cond,Injured,Killed,Injury
110,Mapped,'0100023683','2010038273 ',Tue,2/23/10,18:21:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST HIGHLAND,CST BROADWAY,Daylight,2,0,Probably Injury (Not Apparent)
111,Mapped,'0100023684','2010038942 ',Wed,2/24/10,15:37:00,4,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST PARK AVE,MO 163,Daylight,3,0,Probably Injury (Not Apparent)
112,Mapped,'0100023684','2010038942 ',Wed,2/24/10,15:37:00,4,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST PARK AVE,MO 163,Daylight,3,0,Probably Injury (Not Apparent)
113,Mapped,'0100023684','2010038942 ',Wed,2/24/10,15:37:00,4,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST PARK AVE,MO 163,Daylight,3,0,Probably Injury (Not Apparent)
114,Not Mapped,'0100027165','201003974200283',Thu,2/25/10,12:30:00,1,Pedestrian,Columbia PD,F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST PROVIDENCE RD,PP N PROVIDENCE PKLT EXIT,Daylight,2,0,Probably Injury (Not Apparent)
115,Not Mapped,'0100027165','201003974200283',Thu,2/25/10,12:30:00,1,Pedestrian,Columbia PD,F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST PROVIDENCE RD,PP N PROVIDENCE PKLT EXIT,Daylight,2,0,Probably Injury (Not Apparent)
116,Mapped,'0100023687','2010039925 ',Thu,2/25/10,16:39:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ARGYLE,CST NORTHLAND DR,Daylight,2,0,Probably Injury (Not Apparent)
117,Mapped,'0100023687','2010039925 ',Thu,2/25/10,16:39:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ARGYLE,CST NORTHLAND DR,Daylight,2,0,Probably Injury (Not Apparent)
118,Mapped,'0100031340','201004021400278',Fri,2/26/10,0:12:00,1,Pedestrian,Columbia PD,F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST STEWART RD,MO 163,Dark-Lighted,1,0,Disabling Injury
119,Mapped,'0100023671','201000282 ',Fri,2/26/10,7:18:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST CARTER LN,MO 163,Daylight,2,0,Probably Injury (Not Apparent)
120,Mapped,'0100023671','201000282 ',Fri,2/26/10,7:18:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST CARTER LN,MO 163,Daylight,2,0,Probably Injury (Not Apparent)
121,Mapped,'0100023678','201000284 ',Fri,2/26/10,10:39:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST BRYANT ST,CST ASH ST,Daylight,2,0,Evident Injury (Not Disabling)
122,Mapped,'0100023678','201000284 ',Fri,2/26/10,10:39:00,1,Passenger,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST BRYANT ST,CST ASH ST,Daylight,2,0,Evident Injury (Not Disabling)
123,Mapped,'0100023673','201000287 ',Fri,2/26/10,16:47:00,5,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST MICK DEAVER,MO 163,Daylight,4,0,Evident Injury (Not Disabling)
124,Mapped,'0100023673','201000287 ',Fri,2/26/10,16:47:00,5,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST MICK DEAVER,MO 163,Daylight,4,0,Evident Injury (Not Disabling)
125,Mapped,'0100023673','201000287 ',Fri,2/26/10,16:47:00,5,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST MICK DEAVER,MO 163,Daylight,4,0,Evident Injury (Not Disabling)
126,Mapped,'0100023673','201000287 ',Fri,2/26/10,16:47:00,5,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST MICK DEAVER,MO 163,Daylight,4,0,Evident Injury (Not Disabling)
127,Mapped,'0100023668','201000285 ',Sat,2/27/10,13:00:00,4,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WORLEY ST,MO 740,Daylight,2,0,Evident Injury (Not Disabling)
128,Mapped,'0100023668','201000285 ',Sat,2/27/10,13:00:00,4,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WORLEY ST,MO 740,Daylight,2,0,Disabling Injury
129,Mapped,'0100023667','201000290 ',Sat,2/27/10,17:43:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BEVERLY,CST I - 70 DR,Dark-Lighted,1,0,Probably Injury (Not Apparent)
130,Mapped,'0100023672','201000294 ',Sun,2/28/10,0:00:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST CONLEY RD,US 63C,Unknown,1,0,Probably Injury (Not Apparent)
131,Mapped,'0100029965','201000291 ',Mon,3/1/10,7:52:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST TENTH ST,CST BROADWAY,Daylight,1,0,Probably Injury (Not Apparent)
132,Mapped,'0100031130','201000297 ',Mon,3/1/10,16:17:00,2,Pedalcyclist,Columbia PD,F,BOONE,COLUMBIA,Pedalcycle,Personl Injury,CST COLLEGE AVE,CST WINDSOR ST,Daylight,1,0,Evident Injury (Not Disabling)
133,Mapped,'0100029968','201000299 ',Mon,3/1/10,17:06:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST PROVIDENCE RD,CST VANDIVER RD,Unknown,2,0,Probably Injury (Not Apparent)
134,Mapped,'0100029968','201000299 ',Mon,3/1/10,17:06:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST PROVIDENCE RD,CST VANDIVER RD,Unknown,2,0,Probably Injury (Not Apparent)
135,Mapped,'0100029974','201000296 ',Mon,3/1/10,18:38:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST OLYMPIC BLVD,RT PP,Dark-Lighted,1,0,Probably Injury (Not Apparent)
136,Mapped,'0100029959','201000298 ',Tue,3/2/10,16:23:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST HUNT AVE,CST WORLEY ST,Daylight,1,0,Probably Injury (Not Apparent)
137,Mapped,'0100029962','201000306 ',Fri,3/5/10,17:28:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,US 63 S,RT WW,Daylight,1,0,Probably Injury (Not Apparent)
138,Mapped,'0100031100','2010046783 ',Sat,3/6/10,19:24:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BRICKTON,RT WW,Dark-Lighted,2,0,Probably Injury (Not Apparent)
139,Mapped,'0100031100','2010046783 ',Sat,3/6/10,19:24:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BRICKTON,RT WW,Dark-Lighted,2,0,Probably Injury (Not Apparent)
140,Mapped,'0100031114','201000309 ',Tue,3/9/10,9:31:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST PAQUIN,MO 763,Daylight,2,0,Evident Injury (Not Disabling)
141,Mapped,'0100031114','201000309 ',Tue,3/9/10,9:31:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST PAQUIN,MO 763,Daylight,2,0,Evident Injury (Not Disabling)
142,Mapped,'0100031128','201000317 ',Tue,3/9/10,17:27:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST VANDIVER DR,MO 163,Daylight,1,0,Probably Injury (Not Apparent)
143,Not Mapped,'0100031148','201000316 ',Tue,3/9/10,23:37:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST PINEBROOK LN N,CST SCOTT BLVD,Dark-Unlighted,1,0,Probably Injury (Not Apparent)
144,Mapped,'0100031099','2010049644 ',Wed,3/10/10,16:58:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST LANSING AVE,CST KEENE ST,Daylight,1,0,Probably Injury (Not Apparent)
145,Mapped,'0100031111','201000332 ',Wed,3/10/10,17:22:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST SMITH ST,CST COLLEGE AVE,Daylight,1,0,Evident Injury (Not Disabling)
146,Mapped,'0100031109','201000321 ',Wed,3/10/10,20:38:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST GREEN MEADOWS,CST PROVIDENCE,Dark-Lighted,1,0,Evident Injury (Not Disabling)
147,Mapped,'0100031098','2010050350 ',Thu,3/11/10,15:09:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 740,CST BERNADETTE DR,Daylight,1,0,Probably Injury (Not Apparent)
148,Mapped,'0100031125','201000334 ',Thu,3/11/10,16:18:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST OLD HWY 63 S,MO 740,Daylight,1,0,Probably Injury (Not Apparent)
149,Mapped,'0100031132','201000350 ',Fri,3/12/10,1:08:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,MO 740,MO 163,Dark-Lighted,1,0,Probably Injury (Not Apparent)
150,Mapped,'0100037883','201000349 ',Fri,3/12/10,11:29:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,IS 70 W,MO 763,Daylight,2,0,Probably Injury (Not Apparent)
151,Mapped,'0100037883','201000349 ',Fri,3/12/10,11:29:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,IS 70 W,MO 763,Daylight,2,0,Probably Injury (Not Apparent)
152,Mapped,'0100031121','201000342 ',Fri,3/12/10,17:08:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 740,CST BERNADETTE,Daylight,1,0,Evident Injury (Not Disabling)
153,Mapped,'0100040422','201000009166 ',Fri,3/12/10,20:00:00,1,Pedestrian,University of MO (columbia),F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST ROLLINS ST,MO 763,Dark-Lighted,1,0,Evident Injury (Not Disabling)
154,Mapped,'0100031147','201000344 ',Fri,3/12/10,22:30:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST I - 70 DR,LP 70,Dark-Lighted,2,0,Evident Injury (Not Disabling)
155,Mapped,'0100031147','201000344 ',Fri,3/12/10,22:30:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST I - 70 DR,LP 70,Dark-Lighted,2,0,Evident Injury (Not Disabling)
156,Mapped,'0100031097','2010051517 ',Fri,3/12/10,23:14:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST PARKADE,LP 70,Dark-Lighted,2,0,Probably Injury (Not Apparent)
157,Mapped,'0100031097','2010051517 ',Fri,3/12/10,23:14:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST PARKADE,LP 70,Dark-Lighted,2,0,Probably Injury (Not Apparent)
158,Mapped,'0100031124','201000336 ',Fri,3/12/10,23:42:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST FORUM KATY PKWY,CST FORUM BLVD,Dark-Lighted,1,0,Disabling Injury
159,Mapped,'0100031120','201000351 ',Sat,3/13/10,13:12:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST MESA DR,CST SCOTT BLVD,Daylight,1,0,Disabling Injury
160,Not Mapped,'0100031119','201000356 ',Sun,3/14/10,17:23:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WINDSOR ST,CST WILLIAMS ST,Daylight,2,0,Probably Injury (Not Apparent)
161,Not Mapped,'0100031119','201000356 ',Sun,3/14/10,17:23:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WINDSOR ST,CST WILLIAMS ST,Daylight,2,0,Probably Injury (Not Apparent)
162,Mapped,'0100037888','201000345 ',Mon,3/15/10,15:23:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FAIRVIEW,CST BROADWAY,Unknown,2,0,Probably Injury (Not Apparent)
163,Mapped,'0100037888','201000345 ',Mon,3/15/10,15:23:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FAIRVIEW,CST BROADWAY,Unknown,2,0,Probably Injury (Not Apparent)
164,Mapped,'0100031160','201000363 ',Mon,3/15/10,18:17:00,4,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST HIGHLAND DR,RT TT,Daylight,4,0,Probably Injury (Not Apparent)
165,Mapped,'0100031160','201000363 ',Mon,3/15/10,18:17:00,4,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST HIGHLAND DR,RT TT,Daylight,4,0,Probably Injury (Not Apparent)
166,Mapped,'0100031160','201000363 ',Mon,3/15/10,18:17:00,4,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST HIGHLAND DR,RT TT,Daylight,4,0,Probably Injury (Not Apparent)
167,Mapped,'0100031160','201000363 ',Mon,3/15/10,18:17:00,4,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST HIGHLAND DR,RT TT,Daylight,4,0,Probably Injury (Not Apparent)
168,Mapped,'0100032535','20100009691 ',Tue,3/16/10,7:53:00,3,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 763,MO 740,Daylight,1,0,Probably Injury (Not Apparent)
169,Mapped,'0100031090','2010053757 ',Tue,3/16/10,10:12:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST VANDIVER DR,MO 763,Daylight,1,0,Probably Injury (Not Apparent)
170,Mapped,'0100032537','20100010039 ',Tue,3/16/10,19:45:00,1,Pedestrian,University of MO (columbia),F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST FIFTH ST,CST TURNER AVE,Dark-Lighted,1,0,Probably Injury (Not Apparent)
171,Mapped,'0100032487','101416 ',Wed,3/17/10,11:28:00,1,Driver Present,Boone CO SD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST RICHLAND RD,CST RANGELINE RD,Daylight,1,0,Disabling Injury
172,Mapped,'0100031092','2010054780 ',Wed,3/17/10,15:47:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST MICK DEAVER,MO 163,Daylight,2,0,Evident Injury (Not Disabling)
173,Mapped,'0100031092','2010054780 ',Wed,3/17/10,15:47:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST MICK DEAVER,MO 163,Daylight,2,0,Probably Injury (Not Apparent)
174,Mapped,'0100031116','201000365 ',Wed,3/17/10,17:19:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST LYNN ST,CST GARTH AVE,Daylight,2,0,Probably Injury (Not Apparent)
175,Mapped,'0100031116','201000365 ',Wed,3/17/10,17:19:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST LYNN ST,CST GARTH AVE,Daylight,2,0,Probably Injury (Not Apparent)
176,Not Mapped,'0100031089','2010054849 ',Wed,3/17/10,17:39:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BRICKTON RD,CST CONLEY RD,Daylight,1,0,Probably Injury (Not Apparent)
177,Mapped,'0100031095','2010054942 ',Wed,3/17/10,19:55:00,1,Pedestrian,Columbia PD,F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST ROLLINS RD E,MO 740,Dark-Lighted,1,0,Disabling Injury
178,Mapped,'0100031088','2010055663 ',Thu,3/18/10,15:16:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST HEATHER LN,RT TT,Daylight,2,0,Probably Injury (Not Apparent)
179,Mapped,'0100031088','2010055663 ',Thu,3/18/10,15:16:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST HEATHER LN,RT TT,Daylight,2,0,Probably Injury (Not Apparent)
180,Mapped,'0100031093','2010055756 ',Thu,3/18/10,17:15:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST OLD HWY 63,CST BROADWAY,Unknown,1,0,Probably Injury (Not Apparent)
181,Mapped,'0100031139','201000380 ',Fri,3/19/10,15:33:00,3,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST MCKEE,RT PP,Daylight,1,0,Probably Injury (Not Apparent)
182,Mapped,'0100037872','201000373 ',Fri,3/19/10,15:40:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,US 63 S,RT AC,Daylight,3,0,Disabling Injury
183,Mapped,'0100037872','201000373 ',Fri,3/19/10,15:40:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,US 63 S,RT AC,Daylight,3,0,Disabling Injury
184,Mapped,'0100037872','201000373 ',Fri,3/19/10,15:40:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,US 63 S,RT AC,Daylight,3,0,Disabling Injury
185,Mapped,'0100031138','201000385 ',Fri,3/19/10,16:00:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST GLENWOOD,CST BROADWAY,Daylight,2,0,Probably Injury (Not Apparent)
186,Mapped,'0100031138','201000385 ',Fri,3/19/10,16:00:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST GLENWOOD,CST BROADWAY,Daylight,2,0,Probably Injury (Not Apparent)
187,Mapped,'0100037885','201000386 ',Fri,3/19/10,16:45:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST HANOVER BLVD,RT PP,Daylight,1,0,Disabling Injury
188,Not Mapped,'0100031159','201000372 ',Fri,3/19/10,21:53:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WEST BLVD,CST ASH ST,Dark-Lighted,1,0,Evident Injury (Not Disabling)
189,Mapped,'0100037871','201000376 ',Sat,3/20/10,8:42:00,1,Passenger,Columbia PD,F,BOONE,COLUMBIA,Overturn,Personl Injury,CST HUTCHINS DR,SOR 70,Daylight,1,0,Disabling Injury
190,Mapped,'0100031158','201000391 ',Sat,3/20/10,14:11:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST FAY ST,MO 763,Daylight,1,0,Evident Injury (Not Disabling)
191,Not Mapped,'0100031142','201000396 ',Sat,3/20/10,19:54:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BRICKTON,CST CONLEY,Dark-Lighted,1,0,Evident Injury (Not Disabling)
192,Mapped,'0100031141','201000400 ',Sun,3/21/10,1:52:00,1,Passenger,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,IS 70,MO 163,Dark-Lighted,1,0,Evident Injury (Not Disabling)
193,Mapped,'0100030786','101477 ',Sun,3/21/10,5:35:00,1,Driver Present,Boone CO SD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CRD MOBERLY DR,CRD MAULLER RD,Dark-Unlighted,2,0,Evident Injury (Not Disabling)
194,Mapped,'0100030786','101477 ',Sun,3/21/10,5:35:00,1,Passenger,Boone CO SD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CRD MOBERLY DR,CRD MAULLER RD,Dark-Unlighted,2,0,Probably Injury (Not Apparent)
195,Mapped,'0100049956','2010057749 ',Sun,3/21/10,11:57:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WEST BLVD,IS 70,Daylight,2,0,Disabling Injury
196,Mapped,'0100049956','2010057749 ',Sun,3/21/10,11:57:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WEST BLVD,IS 70,Daylight,2,0,Probably Injury (Not Apparent)
197,Mapped,'0100031135','201000398 ',Sun,3/21/10,12:18:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 740,MO 163,Daylight,1,0,Probably Injury (Not Apparent)
198,Mapped,'0100037869','201000402 ',Sun,3/21/10,16:14:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ANDERSON,CST WORLEY,Daylight,1,0,Probably Injury (Not Apparent)
199,Mapped,'0100037868','201000401 ',Sun,3/21/10,20:30:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST TRIMBLE,CST BROADWAY,Dark-Lighted,1,0,Probably Injury (Not Apparent)
200,Mapped,'0100032540','2010010492 ',Mon,3/22/10,10:05:00,2,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ROLLINS ST,CST COLLEGE AVE,Daylight,1,0,Probably Injury (Not Apparent)
201,Mapped,'0100037867','201000404 ',Tue,3/23/10,0:00:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FOX RUN DR,CST CLARK LN,Unknown,1,0,Probably Injury (Not Apparent)
202,Not Mapped,'0100031157','201000411 ',Wed,3/24/10,9:48:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST NATHANIEL DR,CST BROWN SCHOOL RD,Daylight,1,0,Probably Injury (Not Apparent)
203,Mapped,'0100031134','201000407 ',Wed,3/24/10,14:44:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST ST CHARLES RD,SOR 70,Daylight,1,0,Evident Injury (Not Disabling)
204,Not Mapped,'0100032544','20100010715 ',Wed,3/24/10,19:09:00,2,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,PVT KENTUCKY BLVD,CST MARYLAND AVE,Daylight,1,0,Evident Injury (Not Disabling)
205,Mapped,'0100037881','201000413 ',Wed,3/24/10,20:56:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BETHEL ST,CST NIFONG BLVD,Dark-Lighted,1,0,Probably Injury (Not Apparent)
206,Mapped,'0100037859','201000430 ',Thu,3/25/10,16:44:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST PROVIDENCE RD,CST AUSTIN AVE,Daylight,1,0,Evident Injury (Not Disabling)
207,Mapped,'0100032543','20100010823 ',Thu,3/25/10,18:20:00,1,Pedestrian,University of MO (columbia),F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST COLLEGE AVE,CST ROLLINS ST,Daylight,1,0,Evident Injury (Not Disabling)
208,Mapped,'0100037880','201000419 ',Fri,3/26/10,1:50:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,MO 740,US 63,Dark-Lighted,1,0,Evident Injury (Not Disabling)
209,Mapped,'0100037895','201000465 ',Fri,3/26/10,12:03:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,LP 70 E,CST COLLEGE AVE,Daylight,1,0,Probably Injury (Not Apparent)
210,Mapped,'0100037854','201000477 ',Sat,3/27/10,19:58:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BROADWAY,CST PARK DE VILLE,Unknown,1,0,Evident Injury (Not Disabling)
211,Mapped,'0100037858','201000439 ',Mon,3/29/10,3:00:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST CARTER,CST PROVIDENCE RD,Unknown,1,0,Evident Injury (Not Disabling)
212,Mapped,'0100037861','201000436 ',Wed,3/31/10,9:08:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST I - 70 DR,US 63C,Daylight,1,0,Probably Injury (Not Apparent)
213,Mapped,'0100038100','2010065639 ',Thu,4/1/10,7:44:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,US 63,CST GRINDSTONE PKWY,Daylight,1,0,Probably Injury (Not Apparent)
