"","Crash_ID","At_Intersection_Flag","Crash_Date","Crash_Death_Count","Crash_Non.Suspected_Serious_Injury_Count","Crash_Not_Injured_Count","Crash_Possible_Injury_Count","Crash_Severity","Crash_Suspected_Serious_Injury_Count","Crash_Total_Injury_Count","Crash_Unknown_Injury_Count","Street_Name","Street_Number","Driver_Alcohol_Result","Driver_Blood_Alcohol_Content_Test_Result","Driver_Drug_Test_Result","Unit_Death_Count","Unit_Description","Unit_Non.Suspected_Serious_Injury_Count","Unit_Not_Injured_Count","Unit_Possible_Injury_Count","Unit_Suspected_Serious_Injury_Count","Unit_Total_Injury_Count","Unit_Unknown_Injury_Count","Vehicle_Body_Style","Vehicle_Make","Vehicle_Model_Name","Person_Age","Person_Death_Count","Person_Ethnicity","Person_Gender","Person_Injury_Severity","Person_Not_Injured_Count","Person_Possible_Injury_Count","Person_Suspected_Serious_Injury_Count","Person_Total_Injury_Count","Person_Type","Crash_Month","Crash_Year","OBJECTID","District","SHAPE_Leng","SHAPE_Area","ColorFactor","color","geometry"
"57",13239537,TRUE,"4/26/13",0,0,2,0,"N - NOT INJURED",0,0,0,"N NEW BRAUNFELS AVE",8100,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","48",0,"W - WHITE","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","April",2013,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.45902232, 29.50719495)
"58",13239777,TRUE,"4/26/13",0,0,3,1,"A - SUSPECTED SERIOUS INJURY",1,2,0,"CASTROVILLE RD",166,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,1,1,0,"No Data","No Data","No Data","21",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"3 - PEDALCYCLIST","April",2013,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5394523, 29.41994497)
"59",13239777,TRUE,"4/26/13",0,0,3,1,"A - SUSPECTED SERIOUS INJURY",1,2,0,"CASTROVILLE RD",166,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","50",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","April",2013,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5394523, 29.41994497)
"60",13239777,TRUE,"4/26/13",0,0,3,1,"A - SUSPECTED SERIOUS INJURY",1,2,0,"CASTROVILLE RD",166,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","20",0,"H - HISPANIC","2 - FEMALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","April",2013,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5394523, 29.41994497)
"61",13240048,TRUE,"4/26/13",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",2,2,0,"BLANCO RD",5524,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","60",0,"W - WHITE","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","April",2013,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.50682231, 29.50433496)
"62",13240048,TRUE,"4/26/13",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",2,2,0,"BLANCO RD",5524,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","53",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","April",2013,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.50682231, 29.50433496)
"63",13240157,TRUE,"4/26/13",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"CULEBRA RD",3808,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","61",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2013,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.57799229, 29.45018497)
"64",13241620,FALSE,"4/27/13",0,0,2,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"CHESTNUT ST",200,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","44",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","April",2013,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.47998232, 29.42269498)
"65",13242080,TRUE,"4/27/13",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SAN PEDRO AVE",800,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","24",0,"B - BLACK","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2013,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49898231, 29.44063497)
"66",13242280,TRUE,"4/27/13",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"HEIMER RD",700,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","31",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","April",2013,9,"9",129650.987030356,170733801.46627,"9","#CAB2D6",c(-98.46989231, 29.57354494)
"67",13242391,FALSE,"4/27/13",0,0,3,1,"C - POSSIBLE INJURY",0,1,0,"W NUEVA",490,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","60",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","April",2013,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.50167865, 29.42367542)
"68",13242391,FALSE,"4/27/13",0,0,3,1,"C - POSSIBLE INJURY",0,1,0,"W NUEVA",490,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","4",0,"H - HISPANIC","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","April",2013,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.50167865, 29.42367542)
"69",13244794,FALSE,"4/27/13",0,1,3,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SL0353",5243,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","62",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","April",2013,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.53437842, 29.37485446)
"70",13244654,TRUE,"4/28/13",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"VICTOR ST",300,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","11",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","April",2013,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.45801232, 29.45581496)
"71",13249221,FALSE,"4/28/13",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"NAVARRO ST",308,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","26",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","April",2013,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48980616, 29.42428013)
"72",13242303,FALSE,"4/29/13",0,0,2,0,"N - NOT INJURED",0,0,0,"ADA ST",960,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","17",0,"W - WHITE","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","April",2013,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.45964957, 29.38112525)
"73",13246996,FALSE,"5/1/13",0,0,0,1,"C - POSSIBLE INJURY",0,1,1,"INGRAM RD",6040,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","71",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May",2013,6,"6",166331.497379634,195538833.203622,"6","#E31A1C",c(-98.60368297, 29.46633695)
"74",13247184,FALSE,"5/1/13",0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,"VANCE JACKSON RD",5293,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","32",0,"W - WHITE","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","May",2013,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.54046371, 29.52887837)
"75",13251334,TRUE,"5/1/13",0,0,2,1,"C - POSSIBLE INJURY",0,1,0,"N NEW BRAUNFELS AVE",3900,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","51",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","May",2013,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.46089232, 29.46405496)
"76",13251438,FALSE,"5/2/13",0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,"OAKDELL WAY",7721,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","19",0,"W - WHITE","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","May",2013,8,"8",139193.677037404,181162836.259435,"8","#FF7F00",c(-98.59136297, 29.51003936)
"77",13250734,FALSE,"5/3/13",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"HEIMER RD",15900,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","69",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May",2013,9,"9",129650.987030356,170733801.46627,"9","#CAB2D6",c(-98.46158231, 29.58627494)
"78",13251509,TRUE,"5/4/13",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"NAVARRO ST",600,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","26",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May",2013,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48974231, 29.42646497)
"79",13251531,FALSE,"5/4/13",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"OCONNOR RD",11572,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","33",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May",2013,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.36973479, 29.546563)
"80",13251768,TRUE,"5/4/13",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",2,2,0,"S GENERAL MCMULLEN DR",1298,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","20",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","May",2013,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5567723, 29.40934498)
"81",13251768,TRUE,"5/4/13",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",2,2,0,"S GENERAL MCMULLEN DR",1298,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","21",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","May",2013,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5567723, 29.40934498)
"82",13251893,TRUE,"5/5/13",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"STONEY GRV",3199,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","33",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","May",2013,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.44046232, 29.56182494)
"83",13251963,FALSE,"5/5/13",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"S NEW BRAUNFELS AVE",5695,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","63",0,"B - BLACK","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","May",2013,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.46100929, 29.36970171)
"84",13255922,FALSE,"5/6/13",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"ALASKIAN SUNRISE DR",4114,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","36",0,"W - WHITE","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2013,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.36619998, 29.46534614)
"85",13261404,TRUE,"5/6/13",0,0,0,1,"C - POSSIBLE INJURY",0,1,1,"MEMORIAL ST",1200,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","17",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May",2013,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5634523, 29.44494497)
"86",13255872,FALSE,"5/7/13",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"MIDCROWN DR",5604,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","10",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","May",2013,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.3813174, 29.49220427)
"87",13259666,TRUE,"5/7/13",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,0,"E SOUTHCROSS BLVD",801,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","55",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2013,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.48815232, 29.36879498)
"88",13262001,TRUE,"5/7/13",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"CALLAGHAN RD",7400,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","57",0,"W - WHITE","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2013,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.56049229, 29.50304496)
"89",13258514,FALSE,"5/8/13",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"PLEASANTON RD",591,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","55",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2013,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.50429146, 29.37964609)
"90",13262002,FALSE,"5/8/13",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"DRESDEN DR",102,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","19",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","May",2013,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.50792979, 29.49903496)
"91",13261390,FALSE,"5/9/13",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"8TH ST",302,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","19",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","May",2013,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48264889, 29.4325934)
"92",13261314,FALSE,"5/10/13",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"BLANCO RD",6711,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","46",0,"W - WHITE","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2013,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.50679231, 29.51811202)
"93",13316466,TRUE,"5/22/13",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"SS0421",1696,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","24",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","May",2013,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.52266433, 29.44491564)
"94",13305649,TRUE,"6/6/13",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"MCCULLOUGH AVE",1298,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","44",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2013,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49184231, 29.44063497)
"95",13306059,TRUE,"6/7/13",0,0,1,0,"N - NOT INJURED",0,0,1,"FM0471",11001,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","38",0,"W - WHITE","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","June",2013,6,"6",166331.497379634,195538833.203622,"6","#E31A1C",c(-98.70958624, 29.49601018)
"96",13308944,TRUE,"6/7/13",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"BROADWAY ST",8400,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","24",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2013,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.46537232, 29.51506495)
"97",13319002,FALSE,"6/8/13",0,0,1,0,"N - NOT INJURED",0,0,1,"LOSOYA ST",200,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","42",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","June",2013,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48788231, 29.42510497)
"98",13308278,FALSE,"6/9/13",0,0,0,1,"C - POSSIBLE INJURY",0,1,1,"E HOUSTON ST",2788,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","7",0,"B - BLACK","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2013,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.44753967, 29.42508716)
"99",13308280,TRUE,"6/9/13",0,0,3,1,"C - POSSIBLE INJURY",0,1,0,"PIEDMONT AVE",3400,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","18",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","June",2013,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.46745232, 29.38414498)
"100",13308870,FALSE,"6/9/13",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"W FRENCH PL",1679,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","21",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","June",2013,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.52141304, 29.45134908)
"101",13319075,TRUE,"6/9/13",0,0,1,0,"N - NOT INJURED",0,0,1,"S ZARZAMORA ST",6298,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","37",0,"W - WHITE","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","June",2013,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.53404231, 29.36560498)
"102",13311202,TRUE,"6/10/13",0,0,2,0,"N - NOT INJURED",0,0,0,"HALLIE AVE",3600,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","12",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","June",2013,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.44666233, 29.38655498)
"103",13311823,FALSE,"6/11/13",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,1,"PERRIN BEITEL RD",8200,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","24",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","June",2013,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.41029233, 29.51291495)
"104",13314158,TRUE,"6/11/13",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"S ZARZAMORA ST",100,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","73",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2013,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.52692231, 29.42816497)
"105",13312906,FALSE,"6/12/13",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"EISENHAUER RD",5090,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","15",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2013,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.38858465, 29.49655807)
"106",13314590,FALSE,"6/13/13",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SAN PEDRO AVE",458,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","48",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2013,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49717899, 29.43740387)
"107",13316888,TRUE,"6/13/13",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SS0421",1101,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","16",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2013,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.52495044, 29.44517089)
"108",13326650,FALSE,"6/13/13",0,0,2,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"SS0421",1546,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","83",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","June",2013,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.56949451, 29.4687667)
"109",13316341,FALSE,"6/14/13",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"THOUSAND OAKS DR",3015,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","65",0,"A - ASIAN","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2013,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.43993971, 29.57554555)
"110",13316546,FALSE,"6/14/13",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SL0013",3399,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","17",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2013,4,"4",240102.385084416,221593816.379782,"4","#33A02C",c(-98.55423596, 29.3577954)
"111",13317168,FALSE,"6/15/13",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"BUENA VISTA ST",1876,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","46",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2013,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.51890604, 29.42633881)
"112",13328042,FALSE,"6/15/13",0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,"PRUE RD",7404,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","24",0,"W - WHITE","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","June",2013,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.62726505, 29.54346891)
"113",13317246,FALSE,"6/16/13",0,0,0,1,"C - POSSIBLE INJURY",0,1,0,"S BRAZOS ST",1579,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","23",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","June",2013,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.51540528, 29.41075123)
"114",13317341,TRUE,"6/16/13",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SL0353",2900,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","85",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2013,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.52330063, 29.38715353)
