Date and Time,Agency Name (Crash Level) ,Area: County,Area: City,Roadway (From Crash Report),Intersection Name (from Crash Report),KABCO Severity,Manner of Collision (Crash Level) ,First Harmful Event (Crash Level) ,SHSP Emphasis Areas,# of Fatalities (Person Table),# Serious Injuries,# Visible Injuries,# Complaint Injuries,# of Vehicles,Operator / Driver Contributing Factor -old,Roadway Contributing Factors (Crash Level) ,Weather Conditions (Crash Level),Surface Condition (Crash Level) ,Light Conditions (Crash Level),Latitude ,Longitude
12/2/14 17:50,Atlanta Police Department,Fulton,Atlanta,567 N Ave,,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Roadway Departure"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)"",""Distracted Driver (Suspected)""]",0,1,0,0,1,"[""Driver Lost Control"",""No Contributing Factors""]",,Clear,Dry,Dark-Lighted,33.771144,-84.36868
6/15/14 13:35,Atlanta Police Department,Fulton,Atlanta,Perkerson Rd Sw   Pegg Rd,Pegg Rd and Perkerson Rd Sw   Pegg Rd,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)"",""Distracted Driver (Suspected)""]",0,0,0,1,1,"[""No Contributing Factors"",""Other""]",,Cloudy,Dry,Daylight,33.689156,-84.408207
2/16/14 11:43,Atlanta Police Department,Fulton,Atlanta,Parkway Dr,Parkway Dr and Ponce De Leon Ave,(B) Suspected Minor/Visible Injury,Angle (Other),,"[""Intersection Related"",""Pedestrian""]",0,0,1,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.773166,-84.372727
7/13/14 19:09,Atlanta Police Department,Fulton,Atlanta,University Ave,University Ave and Metropolitan Pkwy,(C) Possible Injury / Complaint,Rear End,,"[""Intersection Related"",""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Improper Occupant Protection""]",0,0,0,1,2,"[""Following Too Close"",""Improper Turn"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.722182,-84.407868
8/22/14 1:40,Atlanta Police Department,Fulton,Atlanta,232 Forsyth St Sw Greyhound Bus Depot,Brotherton St and 232 Forsyth St Sw Greyhound Bus Depot,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Distracted Driver (Confirmed)"",""Pedestrian""]",0,0,0,0,1,"[""Inattentive or Other Distraction (Distracted)"",""No Contributing Factors""]",,Clear,Dry,Dark-Lighted,33.748484,-84.396791
6/29/14 15:50,Atlanta Police Department,Fulton,Atlanta,Coleman St,Arthur St and Coleman St,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Distracted Driver (Suspected)"",""Older Driver (55-64)""]",0,0,0,1,1,Other,,Clear,Dry,Daylight,33.727939,-84.404006
3/2/14 12:55,Atlanta Police Department,Fulton,Atlanta,Piedmont Rd,Piedmont Rd and Peachtree Rd,(O) No Injury,Sideswipe-Same Direction,,"[""Intersection Related"",""Pedestrian""]",0,0,0,0,2,"[""Changed Lanes Improperly"",""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.843452,-84.371255
7/5/14 20:06,Atlanta Police Department,Fulton,Atlanta,I 7585,I 7585 and 14Th St,(O) No Injury,Rear End,,"[""Roadway Departure"",""Pedestrian"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",0,0,0,0,2,,,Sleet,Wet,Daylight,33.78624,-84.390823
3/29/14 13:36,Atlanta Police Department,Fulton,Atlanta,1029 Joseph E Boone Blvd,,(C) Possible Injury / Complaint,Head On,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)"",""Older Driver (55-64)""]",0,0,0,1,1,"[""No Contributing Factors"",""Other""]",,Cloudy,Dry,Daylight,33.763503,-84.421117
10/17/14 7:40,Gsp Post 00,Fulton,Atlanta,I 85,,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""CMV Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,1,0,1,"[""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.722114,-84.393978
9/28/16 7:10,Atlanta Police Department,Fulton,Atlanta,3613 Martin L King Jr Dr,Fairburn Rd and 3613 Martin L King Jr Dr,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,1,0,0,1,"[""Misjudged Clearance"",""No Contributing Factors""]",,Clear,Dry,Dark-Lighted,33.760091,-84.506001
4/25/16 19:11,Atlanta Police Department,Fulton,Atlanta,Argonne Ave Ne   10Th St,10Th St and Argonne Ave Ne   10Th St,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,1,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.781785,-84.377659
2/1/16 8:35,Atlanta Police Department,Fulton,Atlanta,N Ave Ne Blvd,Blvd and N Ave Ne Blvd,(C) Possible Injury / Complaint,Head On,,"[""Intersection Related"",""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Distracted Driver (Suspected)""]",0,0,0,1,1,Other,,Rain,Wet,Daylight,33.771171,-84.371774
6/9/16 17:12,Atlanta Police Department,Fulton,Atlanta,210 Pharr Rd,,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",0,0,0,1,1,No Contributing Factors,,Clear,Dry,Daylight,33.837086,-84.380658
5/8/16 0:16,Atlanta Police Department,Fulton,Atlanta,Buckhead Ave,Peachtree Rd and Buckhead Ave,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Dark-Lighted,33.83705,-84.381429
4/18/16 4:34,Atlanta Police Department,Fulton,Atlanta,I 7585,I 7585 and University Ave,(K) Fatal Injury,Not a Collision with Motor Vehicle,,"[""Hit & Run"",""Pedestrian"",""Young Driver (Age 15-19)"",""Young Adult Driver (Age 20-24)"",""Impaired (Suspected)"",""Distracted Driver (Suspected)""]",1,0,0,0,3,"[""No Contributing Factors"",""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Lighted,33.722124,-84.394615
7/11/16 18:34,Atlanta Police Department,Fulton,Atlanta,Cheshire Bridge Rd,Woodland Ave and Cheshire Bridge Rd,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Rain,Wet,Daylight,33.815001,-84.353042
5/4/16 8:30,Atlanta Police Department,Fulton,Atlanta,80 Jesse Hill Jr Dr Se Grady,Gilmer St and 80 Jesse Hill Jr Dr Se Grady,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Hit & Run"",""Pedestrian""]",0,0,1,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.751284,-84.38146
9/17/16 15:50,Atlanta Police Department,Fulton,Atlanta,Moreland Ave Ne   Euclid Ave,Euclid Ave and Moreland Ave Ne   Euclid Ave,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Hit & Run"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,1,0,0,2,No Contributing Factors,,Clear,Dry,Daylight,33.76626,-84.349063
11/15/16 9:51,Atlanta Police Department,Fulton,Atlanta,Peachtree St Ne   16Th St,16Th St and Peachtree St Ne   16Th St,(O) No Injury,Sideswipe-Same Direction,,"[""Hit & Run"",""Pedestrian"",""Impaired (Suspected)""]",0,0,0,0,3,"[""No Contributing Factors"",""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.789893,-84.387783
6/28/16 18:29,Atlanta Police Department,Fulton,Atlanta,1136 Metropolitan Pkwy,Lexington and 1136 Metropolitan Pkwy,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,1,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.72359,-84.407885
11/14/16 11:05,Atlanta Police Department,Fulton,Atlanta,1075 Peachtree St,,Unknown,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,Other,,Clear,Dry,Dark-Lighted,33.783883,-84.383355
6/13/16 22:00,Georgia Tech Police Department,Fulton,Atlanta,Fifth St,Fifth St and Techwood Dr,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Bicycle"",""Impaired (Suspected)""]",0,0,1,0,1,Other,,Clear,Dry,Dark-Lighted,33.7769,-84.393036
6/23/16 1:12,Atlanta Police Department,Fulton,Atlanta,2303 Carver Dr,Fairfield Pl and 2303 Carver Dr,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Roadway Departure"",""Hit & Run"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,"[""Driver Lost Control"",""No Contributing Factors""]",,Clear,Dry,Dark-Lighted,33.759965,-84.463062
6/21/16 7:14,Atlanta Police Department,Fulton,Atlanta,Ponce De Leon Ave,Blvd and Ponce De Leon Ave,(C) Possible Injury / Complaint,Angle (Other),,"[""Intersection Related"",""Bicycle"",""Improper Occupant Protection""]",0,0,0,1,2,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.773674,-84.37088
1/26/16 3:00,Atlanta Police Department,Fulton,Atlanta,3393 Peachtree,Lenox Rd and 3393 Peachtree,Unknown,Angle (Other),,Bicycle,0,0,0,0,2,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.849632,-84.361299
10/29/16 0:01,Atlanta Police Department,Fulton,Atlanta,Ponce De Leon Ave,Linwood Ave and Ponce De Leon Ave,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Distracted Driver (Confirmed)"",""Pedestrian"",""Impaired Driving (Confirmed)""]",0,1,0,0,1,"[""Inattentive or Other Distraction (Distracted)"",""Under the Influence (U.I.)""]",,Clear,Dry,Dark-Lighted,33.77382,-84.356863
9/20/16 7:09,Atlanta Police Department,Fulton,Atlanta,553 Commercial Ave,,(B) Suspected Minor/Visible Injury,Head On,,"[""Hit & Run"",""Pedestrian"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",0,0,1,0,3,"[""No Contributing Factors"",""Parked Improperly"",""Parked Improperly""]",,Clear,Dry,Dark-Not Lighted,33.770154,-84.471365
3/27/16 16:17,Atlanta Police Department,Fulton,Atlanta,930 Sells Ave,,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Distracted Driver (Suspected)""]",0,1,0,0,1,"[""No Contributing Factors"",""Other""]",,Rain,Dry,Daylight,33.745427,-84.418268
12/7/16 14:13,Atlanta Police Department,Fulton,Atlanta,921 Ralph D Abernathy Blvd,,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Roadway Departure"",""Pedestrian""]",0,0,0,0,1,"[""Improper Backing"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.737993,-84.418104
9/26/16 23:55,Atlanta Police Department,Fulton,Atlanta,1175 Moreland Ave,,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Older Driver (65+)"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,1,1,"[""Other"",""Other""]",,Clear,Dry,Dark-Lighted,33.722426,-84.349473
4/12/16 22:50,Dekalb Co Police Department,Fulton,Atlanta,Moreland Ave,Moreland Ave and Constitution Rd,(K) Fatal Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)"",""Older Driver (55-64)""]",1,0,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Lighted,33.690257,-84.349279
12/9/16 15:52,Atlanta Police Department,Fulton,Atlanta,Grant St,Grant St and Hilliard St,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)"",""Older Driver (55-64)""]",0,0,1,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.750171,-84.376701
2/22/16 18:59,Georgia Tech Police Department,Fulton,Atlanta,Fifth St,Fifth St and Techwood Dr,(B) Suspected Minor/Visible Injury,Angle (Other),,"[""Intersection Related"",""Hit & Run"",""Bicycle""]",0,0,1,0,2,Improper Turn,,Rain,Wet,Dark-Lighted,33.776881,-84.392094
12/18/16 3:30,Atlanta Police Department,Fulton,Atlanta,Peachtree Rd,Grandview Rd and Peachtree Rd,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Improper Occupant Protection""]",0,0,2,0,2,"[""Driver Lost Control"",""No Contributing Factors"",""No Contributing Factors""]",,Rain,Wet,Dark-Lighted,33.840631,-84.376522
11/20/16 10:50,Atlanta Police Department,Fulton,Atlanta,3431 Lenox Rd,Kingsboro Rd and 3431 Lenox Rd,(C) Possible Injury / Complaint,Rear End,,"[""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,1,1,"[""Improper Backing"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.848967,-84.360135
5/9/16 10:35,Atlanta Police Department,Fulton,Atlanta,Martin L King Jr Dr,Peyton Pl and Martin L King Jr Dr,(C) Possible Injury / Complaint,Angle (Other),,"[""Intersection Related"",""Older Driver (65+)"",""Pedestrian""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.754167,-84.476449
10/31/16 16:32,Atlanta Police Department,Fulton,Atlanta,Peachtree,Peachtree and Bennett St,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.812317,-84.392276
4/19/16 17:30,Atlanta Police Department,Fulton,Atlanta,Ponce De Leon Ave Ne   Penn Ave,Penn Ave and Ponce De Leon Ave Ne   Penn Ave,(C) Possible Injury / Complaint,Angle (Other),,"[""Intersection Related"",""Bicycle""]",0,0,0,1,2,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.77255,-84.379041
7/6/16 6:20,Atlanta Police Department,Fulton,Atlanta,1994 Bent Creek Way,,(B) Suspected Minor/Visible Injury,Rear End,,"[""Distracted Driver (Confirmed)"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)""]",0,0,1,0,1,"[""Inattentive or Other Distraction (Distracted)"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.701025,-84.466409
10/9/16 16:58,Atlanta Police Department,Fulton,Atlanta,8Th St Ne   Juniper St,Juniper St and 8Th St Ne   Juniper St,(O) No Injury,Head On,,"[""Intersection Related"",""Older Driver (65+)"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.77966,-84.382628
3/28/16 19:31,Atlanta Police Department,Fulton,Atlanta,14Th St,14Th St and State St,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Distracted Driver (Suspected)""]",0,0,1,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.786193,-84.398735
12/31/16 21:10,Atlanta Police Department,Fulton,Atlanta,Cleveland Ave Sw   Forrest Hills Dr,Forrest Hills Dr and Cleveland Ave Sw   Forrest Hills Dr,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Distracted Driver (Suspected)""]",0,1,0,0,1,Other,,Rain,Wet,Dark-Lighted,33.681141,-84.40039
6/16/16 15:50,Atlanta Police Department,Fulton,Atlanta,Haygood Ave,Haygood Ave and Hank Aaron Dr,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)"",""Older Driver (55-64)""]",0,0,0,1,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.726554,-84.388043
9/19/16 14:34,Atlanta Police Department,Fulton,Atlanta,3393 Peachtree Rd,Lenox Rd and 3393 Peachtree Rd,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,Pedestrian,0,0,1,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.846768,-84.361752
9/10/16 3:43,Atlanta Police Department,Fulton,Atlanta,87 Walton St Nw Vew Walton,,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Roadway Departure"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)"",""Distracted Driver (Suspected)""]",0,0,1,0,1,"[""Driver Lost Control"",""No Contributing Factors""]",,Clear,Dry,Dark-Lighted,33.757026,-84.391294
11/16/16 18:58,Atlanta Police Department,Fulton,Atlanta,Edgewood Ave Ne   Jackson St,Jackson St and Edgewood Ave Ne   Jackson St,(B) Suspected Minor/Visible Injury,Angle (Other),,"[""Intersection Related"",""Bicycle"",""Improper Occupant Protection""]",0,0,1,0,2,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Lighted,33.754337,-84.374384
12/28/16 0:01,Atlanta Police Department,Fulton,Atlanta,Donald Lee Hollowell Pkwy,W Lake Ave and Donald Lee Hollowell Pkwy,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,1,0,1,"[""Other"",""Other""]",,Clear,Dry,Dark-Lighted,33.772819,-84.442004
1/1/16 2:07,Atlanta Police Department,Fulton,Atlanta,I 20,I 20 and Anderson Ave,(K) Fatal Injury,Sideswipe-Same Direction,,"[""Roadway Departure"",""Hit & Run"",""Pedestrian"",""Young Adult Driver (Age 20-24)""]",1,0,0,0,3,"[""Changed Lanes Improperly"",""No Contributing Factors""]",,Clear,Dry,Dark-Not Lighted,33.750958,-84.452019
8/23/16 15:06,Atlanta Police Department,Fulton,Atlanta,Martin L King Jr Dr,Westland Blvd and Martin L King Jr Dr,(A) Suspected Serious Injury,Angle (Other),,"[""Intersection Related"",""Pedestrian""]",0,1,0,0,1,"[""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.75365,-84.472931
8/20/16 12:18,Atlanta Police Department,Fulton,Atlanta,W Peachtree St Ne   Beverly Rd,Beverly Rd and W Peachtree St Ne   Beverly Rd,(B) Suspected Minor/Visible Injury,Angle (Other),,"[""Intersection Related"",""Bicycle""]",0,0,1,0,2,"[""Other"",""Other""]",,Cloudy,Dry,Daylight,33.796651,-84.387911
1/17/16 22:35,Atlanta Police Department,Fulton,Atlanta,Chattahoochee Ave,Collier Rd and Chattahoochee Ave,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Distracted Driver (Suspected)"",""Older Driver (55-64)"",""Improper Occupant Protection""]",0,0,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Lighted,33.808337,-84.435562
3/10/16 17:42,Atlanta Police Department,DeKalb,Atlanta,Hosea L Williams Dr,Anniston Ave and Hosea L Williams Dr,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,1,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.753419,-84.33757
8/6/16 22:08,Atlanta Police Department,Fulton,Atlanta,180 Jackson St Ne Atlanta Overlook Ap,John Wesley Dobbs and 180 Jackson St Ne Atlanta Overlook Ap,(C) Possible Injury / Complaint,Rear End,,"[""Hit & Run"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,1,1,"[""Following Too Close"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.758502,-84.374323
3/26/16 12:15,Atlanta Police Department,Fulton,Atlanta,I 20,I 20 and  Blvd,(C) Possible Injury / Complaint,Sideswipe-Same Direction,,"[""Pedestrian"",""Young Adult Driver (Age 20-24)""]",0,0,0,2,3,"[""No Contributing Factors"",""No Contributing Factors"",""No Contributing Factors""]",,Rain,Dry,Daylight,33.743501,-84.359245
6/24/16 20:20,Atlanta Police Department,Fulton,Atlanta,W Wieuca Rd,Dudley Ln and W Wieuca Rd,(C) Possible Injury / Complaint,Angle (Other),,"[""Intersection Related"",""Distracted Driver (Confirmed)"",""Bicycle""]",0,0,0,1,2,"[""Inattentive or Other Distraction (Distracted)"",""No Contributing Factors""]",,Clear,Dry,Dusk,33.877011,-84.388083
3/29/16 16:50,Atlanta Police Department,Fulton,Atlanta,Memorial Dr,Chester and Memorial Dr,(O) No Injury,Sideswipe-Same Direction,,"[""Intersection Related"",""Bicycle"",""Older Driver (55-64)""]",0,0,0,0,2,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.746601,-84.35908
5/19/16 11:51,Atlanta Police Department,Fulton,Atlanta,830 Ralph D Abernathy,Lee St and 830 Ralph D Abernathy,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,1,0,1,"[""Following Too Close"",""No Contributing Factors""]",,Cloudy,Dry,Daylight,33.738254,-84.414931
9/11/16 16:29,Atlanta Police Department,Fulton,Atlanta,Sidney Marcus Blvd,Pine Tree Rd and Sidney Marcus Blvd,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,1,0,1,"[""No Contributing Factors"",""Other""]",,Cloudy,Dry,Daylight,33.824936,-84.358694
4/26/16 20:48,Atlanta Police Department,Fulton,Atlanta,10Th St,10Th St and Charles Allen Dr,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,1,0,1,"[""Other"",""Other""]",,Clear,Dry,Dark-Lighted,33.781774,-84.372795
